"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"701701 ""VS-HA-AS2, """;"701701 ""VS-HA-AS2, """;""
"701702 ""VS-HA-AS2, """;"701702 ""VS-HA-AS2, """;""
"701703 ""VS-HA-AS2, """;"701703 ""VS-HA-AS2, """;""
"701704 ""VS-HA-AS2, """;"701704 ""VS-HA-AS2, """;""
"701705 ""VS-HA-AS2, """;"701705 ""VS-HA-AS2, """;""
"701706 ""VS-HA-AS2, """;"701706 ""VS-HA-AS2, """;""
"701707 ""VS-HA-AS2, """;"701707 ""VS-HA-AS2, """;""
"701708 ""VS-HA-AS2, """;"701708 ""VS-HA-AS2, """;""
"701709 ""VS-HA-AS2, """;"701709 ""VS-HA-AS2, """;""
"701710 ""VS-HA-AS2, """;"701710 ""VS-HA-AS2, """;""
"701711 ""VS-HA-AS2, """;"701711 ""VS-HA-AS2, """;""
"701712 ""VS-HA-AS2, """;"701712 ""VS-HA-AS2, """;""
"701713 ""VS-HA-AS2, """;"701713 ""VS-HA-AS2, """;""
"701714 ""VS-HA-AS2, """;"701714 ""VS-HA-AS2, """;""
"701715 ""VS-HA-AS2, """;"701715 ""VS-HA-AS2, """;""
"701716 ""VS-HA-AS3, Endschalterstörung RS4""";"701716 ""VS-HA-AS3, Endschalterstörung RS4""";""
"701717 ""VS-HA-AS3, PS: Teleskoptisch nicht angehoben""";"701717 ""VS-HA-AS3, PS: Teleskoptisch nicht angehoben""";""
"701718 ""VS-HA-AS3, PS: Teleskoptisch nicht abgesenkt""";"701718 ""VS-HA-AS3, PS: Teleskoptisch nicht abgesenkt""";""
"701719 ""VS-HA-AS3, Rüstplatz belegt""";"701719 ""VS-HA-AS3, Rüstplatz belegt""";""
"701720 ""VS-HA-AS3, PS: Teleskoplatz belegt/nicht belegt """;"701720 ""VS-HA-AS3, PS: Teleskoplatz belegt/nicht belegt """;""
"701721 ""VS-HA-AS3, RP nicht in Wechselpos""";"701721 ""VS-HA-AS3, RP nicht in Wechselpos""";""
"701722 ""VS-HA-AS3, RP-Tuer nicht geschlossen""";"701722 ""VS-HA-AS3, RP-Tuer nicht geschlossen""";""
"701723 ""VS-HA-AS3, Jobliste nicht aktiv""";"701723 ""VS-HA-AS3, Jobliste nicht aktiv""";""
"701724 ""VS-HA-AS3, RS4 ReglerFRG fehlt Teleskopachse""";"701724 ""VS-HA-AS3, RS4 ReglerFRG fehlt Teleskopachse""";""
"701725 ""VS-HA-AS3, RS4 ReglerFRG fehlt Transportachse""";"701725 ""VS-HA-AS3, RS4 ReglerFRG fehlt Transportachse""";""
"701726 ""VS-HA-AS3, Palette ohne PRG-/Palettennummer""";"701726 ""VS-HA-AS3, Palette ohne PRG-/Palettennummer""";""
"701727 ""VS-HA-AS3, Palettendaten nicht vorbesetzt""";"701727 ""VS-HA-AS3, Palettendaten nicht vorbesetzt""";""
"701728 ""VS-HA-AS3, Rüstplatz gesperrt""";"701728 ""VS-HA-AS3, Rüstplatz gesperrt""";""
"701729 ""VS-HA-AS3, Allgemeiner Fehler Palettenspeicher""";"701729 ""VS-HA-AS3, Allgemeiner Fehler Palettenspeicher""";""
"701730 ""VS-HA-AS3, Rüstplatz Fehler Palettenspeicher""";"701730 ""VS-HA-AS3, Rüstplatz Fehler Palettenspeicher""";""
"701731 ""VS-HA-AS3, Fahrwagen Fehler Palettenspeicher""";"701731 ""VS-HA-AS3, Fahrwagen Fehler Palettenspeicher""";""
"701732 ""VS-HA-AS3, Endlagen Fehler Palettenspeicher""";"701732 ""VS-HA-AS3, Endlagen Fehler Palettenspeicher""";""
"701733 ""VS-HA-AS3, PS: Teleskop nicht in Grundstellung""";"701733 ""VS-HA-AS3, PS: Teleskop nicht in Grundstellung""";""
"701734 ""VS-HA-AS3, PS: Keine Palette auf Platz vorhanden""";"701734 ""VS-HA-AS3, PS: Keine Palette auf Platz vorhanden""";""
"701735 ""VS-HA-AS3, PS: Platz mit Palette belegt""";"701735 ""VS-HA-AS3, PS: Platz mit Palette belegt""";""
"701736 ""VS-HA-AS3, PS: Auftrag abgelehnt""";"701736 ""VS-HA-AS3, PS: Auftrag abgelehnt""";""
"701737 ""VS-HA-AS3, PS: Wartungstüre nicht geschlossen""";"701737 ""VS-HA-AS3, PS: Wartungstüre nicht geschlossen""";""
"701738 ""VS-HA-AS3, PS: RPL-Trennwand nicht geschlossen""";"701738 ""VS-HA-AS3, PS: RPL-Trennwand nicht geschlossen""";""
"701739 ""VS-HA-AS3, PS: RPL-Trennwand nicht offen""";"701739 ""VS-HA-AS3, PS: RPL-Trennwand nicht offen""";""
"701740 ""VS-HA-AS3, PS: RPL-Trennwand auf/zu beide 1-Signal""";"701740 ""VS-HA-AS3, PS: RPL-Trennwand auf/zu beide 1-Signal""";""
"701741 ""VS-HA-AS3, PS: Hub oben/unten beide 1-Signal""";"701741 ""VS-HA-AS3, PS: Hub oben/unten beide 1-Signal""";""
"701742 ""VS-HA-AS3, PS: Hub Stellung undefiniert""";"701742 ""VS-HA-AS3, PS: Hub Stellung undefiniert""";""
"701743 ""VS-HA-AS3, Rundspeicher RS3: Indexierung Übergabeplatz Endlage Ausgefah";"701743 ""VS-HA-AS3, Rundspeicher RS3: Indexierung Übergabeplatz Endlage Ausgefah";""
"701744 ""VS-HA-AS3, Rundspeicher RS3: Indexierung Übergabeplatz Endlage Eingefah";"701744 ""VS-HA-AS3, Rundspeicher RS3: Indexierung Übergabeplatz Endlage Eingefah";""
"701745 ""VS-HA-AS3, Rundspeicher RS3: Palettenverriegelung Endlage Grundstellung";"701745 ""VS-HA-AS3, Rundspeicher RS3: Palettenverriegelung Endlage Grundstellung";""
"701746 ""VS-HA-AS3, Rundspeicher RS3: Palettenverriegelung Endlage Ausgefahren 0";"701746 ""VS-HA-AS3, Rundspeicher RS3: Palettenverriegelung Endlage Ausgefahren 0";""
"701747 ""VS-HA-AS3, Rundspeicher RS3: Indexierung Übergabeplatz beide Endlagen 1";"701747 ""VS-HA-AS3, Rundspeicher RS3: Indexierung Übergabeplatz beide Endlagen 1";""
"701748 ""VS-HA-AS3, Rundspeicher RS3: Palettenverriegelung beide Endlagen 1-Sign";"701748 ""VS-HA-AS3, Rundspeicher RS3: Palettenverriegelung beide Endlagen 1-Sign";""
"701749 ""VS-HA-AS3, PS: Belegung Palettenverwaltung beim Transportwagen falsch""";"701749 ""VS-HA-AS3, PS: Belegung Palettenverwaltung beim Transportwagen falsch""";""
"701750 ""VS-HA-AS3, PS: Eingang Hub Unten 0-Signal""                             ";"701750 ""VS-HA-AS3, PS: Eingang Hub Unten 0-Signal""                             ";""
"701751 ""VS-HA-AS3, PS: Eingang Hub Oben 0-Signal""                              ";"701751 ""VS-HA-AS3, PS: Eingang Hub Oben 0-Signal""                              ";""
"701752 ""VS-HA-AS3, PS: Eingang Diagnose Drehstation Palette vorhanden 0-Signal""";"701752 ""VS-HA-AS3, PS: Eingang Diagnose Drehstation Palette vorhanden 0-Signal""";""
"701753 ""VS-HA-AS3, PS: Eingang Diagnose Rüstplatz Palette vorhanden 0-Signal""  ";"701753 ""VS-HA-AS3, PS: Eingang Diagnose Rüstplatz Palette vorhanden 0-Signal""  ";""
"701754 ""VS-HA-AS3, PS: Palettenwechsler nicht in Grundstellung IX_AL_Hubtuere_z";"701754 ""VS-HA-AS3, PS: Palettenwechsler nicht in Grundstellung IX_AL_Hubtuere_z";""
"701755 ""VS-HA-AS3, PS: Rüstplatz-Türe Zu/Verriegelt (Vorne, Hinten) 0-Signal""  ";"701755 ""VS-HA-AS3, PS: Rüstplatz-Türe Zu/Verriegelt (Vorne, Hinten) 0-Signal""  ";""
"701756 ""VS-HA-AS3, PS: Keine Palette auf Rüstplatz vorhanden""                  ";"701756 ""VS-HA-AS3, PS: Keine Palette auf Rüstplatz vorhanden""                  ";""
"701757 ""VS-HA-AS3, PS: Eingang Freigabe Arbeitsraum 3 0-Signal""                ";"701757 ""VS-HA-AS3, PS: Eingang Freigabe Arbeitsraum 3 0-Signal""                ";""
"701758 ""VS-HA-AS3, PS: Eingang Not Aus Palettenspeicher 0-Signal""              ";"701758 ""VS-HA-AS3, PS: Eingang Not Aus Palettenspeicher 0-Signal""              ";""
"701759 ""VS-HA-AS3, PS: Eingang Betriebesbereit PNOZ 0-Signal""                  ";"701759 ""VS-HA-AS3, PS: Eingang Betriebesbereit PNOZ 0-Signal""                  ";""
"701760 ""VS-HA-AS3, PS: Eingang Drehbereich OK 0-Signal""";"701760 ""VS-HA-AS3, PS: Eingang Drehbereich OK 0-Signal""";""
"701761 ""VS-HA-AS3, PS: Keine gültige Position für Hubachse""";"701761 ""VS-HA-AS3, PS: Keine gültige Position für Hubachse""";""
"701762 ""VS-HA-AS3, PS: Drehsteller steht nicht auf Position""";"701762 ""VS-HA-AS3, PS: Drehsteller steht nicht auf Position""";""
"701763 ""VS-HA-AS3, PS: Transport nicht in Grundstellung""";"701763 ""VS-HA-AS3, PS: Transport nicht in Grundstellung""";""
"701800 ""VS-HA-AS4, WW: Hub Grundstellung 0-Signal""";"701800 ""VS-HA-AS4, WW: Hub Grundstellung 0-Signal""";""
"701801 ""VS-HA-AS4, WW: Hub Stellung Magazin 0-Signal""";"701801 ""VS-HA-AS4, WW: Hub Stellung Magazin 0-Signal""";""
"701802 ""VS-HA-AS4, WW: Hub Beide 1-Signal""";"701802 ""VS-HA-AS4, WW: Hub Beide 1-Signal""";""
"701803 ""VS-HA-AS4, WW: Topf-Spanner Auf 0-Signal""";"701803 ""VS-HA-AS4, WW: Topf-Spanner Auf 0-Signal""";""
"701804 ""VS-HA-AS4, WW: Topf-Spanner Zu 0-Signal""";"701804 ""VS-HA-AS4, WW: Topf-Spanner Zu 0-Signal""";""
"701805 ""VS-HA-AS4, WW: Topf-Spanner beide Endlagen 1-Signal""";"701805 ""VS-HA-AS4, WW: Topf-Spanner beide Endlagen 1-Signal""";""
"701806 ""VS-HA-AS4, Positionen nicht gültig (Konfiguration-Makros ausführen)""";"701806 ""VS-HA-AS4, Positionen nicht gültig (Konfiguration-Makros ausführen)""";""
"701807 ""VS-HA-AS4, WZM: Werkzeug im Lader""                           ";"701807 ""VS-HA-AS4, WZM: Werkzeug im Lader""                           ";""
"701808 ""VS-HA-AS4, WZM: Transportauftrag: Platz Nach ungültig""       ";"701808 ""VS-HA-AS4, WZM: Transportauftrag: Platz Nach ungültig""       ";""
"701809 ""VS-HA-AS4, WZM: Transportauftrag: Platz Von ungültig""        ";"701809 ""VS-HA-AS4, WZM: Transportauftrag: Platz Von ungültig""        ";""
"701810 ""VS-HA-AS4, WZW: Eingabeplatz 1 1-Signal""                     ";"701810 ""VS-HA-AS4, WZW: Eingabeplatz 1 1-Signal""                     ";""
"701811 ""VS-HA-AS4, WZW: Eingabeplatz 2 1-Signal""                     ";"701811 ""VS-HA-AS4, WZW: Eingabeplatz 2 1-Signal""                     ";""
"701812 ""VS-HA-AS4, WZW: Eingabeplatz 3 1-Signal""                     ";"701812 ""VS-HA-AS4, WZW: Eingabeplatz 3 1-Signal""                     ";""
"701813 ""VS-HA-AS4, WZW: Eingabeplatz 4 1-Signal""                     ";"701813 ""VS-HA-AS4, WZW: Eingabeplatz 4 1-Signal""                     ";""
"701814 ""VS-HA-AS4, WZM: Kein WZ im Magazin""                          ";"701814 ""VS-HA-AS4, WZM: Kein WZ im Magazin""                          ";""
"701815 ""VS-HA-AS4, WZM: Magazinplatz Belegt""                         ";"701815 ""VS-HA-AS4, WZM: Magazinplatz Belegt""                         ";""
"701816 ""VS-HA-AS4, WZM: Topf-Spanner gespannt mit Werkzeug 1-Signal"" ";"701816 ""VS-HA-AS4, WZM: Topf-Spanner gespannt mit Werkzeug 1-Signal"" ";""
"701817 ""VS-HA-AS4, WZW: Motorschutzschalter Schwertwechsler 0-Signal""";"701817 ""VS-HA-AS4, WZW: Motorschutzschalter Schwertwechsler 0-Signal""";""
"701818 ""VS-HA-AS4, WZM: Leistung Magazin 0-Signal""                   ";"701818 ""VS-HA-AS4, WZM: Leistung Magazin 0-Signal""                   ";""
"701819 ""VS-HA-AS4, WZW/WZM: Ungültiges Magazin""";"701819 ""VS-HA-AS4, WZW/WZM: Ungültiges Magazin""";""
"701820 ""VS-HA-AS4, WZW: Werkzeugspanner offen 0-Signal""";"701820 ""VS-HA-AS4, WZW: Werkzeugspanner offen 0-Signal""";""
"701821 ""VS-HA-AS4, WZM: Eingabeplatz 1 0-Signal (Kein WZ erkannt)""";"701821 ""VS-HA-AS4, WZM: Eingabeplatz 1 0-Signal (Kein WZ erkannt)""";""
"701822 ""VS-HA-AS4, WZM: Eingabeplatz 2 0-Signal (Kein WZ erkannt)""";"701822 ""VS-HA-AS4, WZM: Eingabeplatz 2 0-Signal (Kein WZ erkannt)""";""
"701823 ""VS-HA-AS4, WZM: Eingabeplatz 3 0-Signal (Kein WZ erkannt)""";"701823 ""VS-HA-AS4, WZM: Eingabeplatz 3 0-Signal (Kein WZ erkannt)""";""
"701824 ""VS-HA-AS4, WZM: Eingabeplatz 4 0-Signal (Kein WZ erkannt)""";"701824 ""VS-HA-AS4, WZM: Eingabeplatz 4 0-Signal (Kein WZ erkannt)""";""
"701825 ""VS-HA-AS4, WZB: Parkstellung 0-Signal""";"701825 ""VS-HA-AS4, WZB: Parkstellung 0-Signal""";""
"701826 ""VS-HA-AS4, WZM: Kein Platz im Regal für WZ vorhanden""";"701826 ""VS-HA-AS4, WZM: Kein Platz im Regal für WZ vorhanden""";""
"701827 ""VS-HA-AS4, WZM: Negative Quittung von Regalauftrag""";"701827 ""VS-HA-AS4, WZM: Negative Quittung von Regalauftrag""";""
"701828 ""VS-HA-AS4, WZM: Werkzeug im Regal nicht vorhanden""";"701828 ""VS-HA-AS4, WZM: Werkzeug im Regal nicht vorhanden""";""
"701829 ""VS-HA-AS4, WZM: Regalgreifer nicht in Position""";"701829 ""VS-HA-AS4, WZM: Regalgreifer nicht in Position""";""
"701830 ""VS-HA-AS4, WZM: Regal nicht bereit für Transport""";"701830 ""VS-HA-AS4, WZM: Regal nicht bereit für Transport""";""
"701831 ""VS-HA-AS4, WZM: Störung an Werkzeugregal aktiv""";"701831 ""VS-HA-AS4, WZM: Störung an Werkzeugregal aktiv""";""
"701832 ""VS-HA-AS4, WZM: Regalgreifer nicht auf Wechselposition""";"701832 ""VS-HA-AS4, WZM: Regalgreifer nicht auf Wechselposition""";""
"701833 ""VS-HA-AS4, WZM: Regalgreifer nicht auf Vorposition""";"701833 ""VS-HA-AS4, WZM: Regalgreifer nicht auf Vorposition""";""
"701834 ""VS-HA-AS4, WZM: WZ aus Lader ablegen""";"701834 ""VS-HA-AS4, WZM: WZ aus Lader ablegen""";""
"701835 ""VS-HA-AS4, """;"701835 ""VS-HA-AS4, """;""
"701836 ""VS-HA-AS4, """;"701836 ""VS-HA-AS4, """;""
"701837 ""VS-HA-AS4, """;"701837 ""VS-HA-AS4, """;""
"701838 ""VS-HA-AS4, """;"701838 ""VS-HA-AS4, """;""
"701839 ""VS-HA-AS4, """;"701839 ""VS-HA-AS4, """;""
"701840 ""VS-HA-AS4, """;"701840 ""VS-HA-AS4, """;""
"701841 ""VS-HA-AS4, """;"701841 ""VS-HA-AS4, """;""
"701842 ""VS-HA-AS4, """;"701842 ""VS-HA-AS4, """;""
"701843 ""VS-HA-AS4, """;"701843 ""VS-HA-AS4, """;""
"701844 ""VS-HA-AS4, """;"701844 ""VS-HA-AS4, """;""
"701845 ""VS-HA-AS4, """;"701845 ""VS-HA-AS4, """;""
"701846 ""VS-HA-AS4, """;"701846 ""VS-HA-AS4, """;""
"701847 ""VS-HA-AS4, """;"701847 ""VS-HA-AS4, """;""
"701848 ""WAR, Oelstand Spindelschmierung zu gering""";"701848 ""WAR, Oelstand Spindelschmierung zu gering""";""
"701849 ""WAR, Luftdruck kein 1 Signal""";"701849 ""WAR, Luftdruck kein 1 Signal""";""
"701850 ""WAR, Luftdruck kein 0 Signal""";"701850 ""WAR, Luftdruck kein 0 Signal""";""
"701851 ""WAR, Oeldruck kein 1 Signal""";"701851 ""WAR, Oeldruck kein 1 Signal""";""
"701852 ""WAR, Oeldruck kein 0 Signal""";"701852 ""WAR, Oeldruck kein 0 Signal""";""
"701853 ""WAR, Falsche Quittierung an Werkzeugverwaltung""";"701853 ""WAR, Falsche Quittierung an Werkzeugverwaltung""";""
"701854 ""WAR, Falsches Maschinendatum in einem der M8x-Parameter""";"701854 ""WAR, Falsches Maschinendatum in einem der M8x-Parameter""";""
"701855 ""WAR, Falscher Wert in dem M-Zusatz-Funktion-Konfigurationsparameter""";"701855 ""WAR, Falscher Wert in dem M-Zusatz-Funktion-Konfigurationsparameter""";""
"701856 ""WAR, Kühlmittelanlage/Späneförderer/Kühlgerät-Spindelstock(Filtermatte)";"701856 ""WAR, Kühlmittelanlage/Späneförderer/Kühlgerät-Spindelstock(Filtermatte)";""
"701857 ""WAR, Abbruch Werkzeugwechsel  !!! Wz-Daten kontrollieren  !!!""";"701857 ""WAR, Abbruch Werkzeugwechsel  !!! Wz-Daten kontrollieren  !!!""";""
"701858 ""WAR, Diagnosealarm vom Profibus-Slave 5""";"701858 ""WAR, Diagnosealarm vom Profibus-Slave 5""";""
"701859 ""WAR, Palettendaten nicht vorbesetzt""";"701859 ""WAR, Palettendaten nicht vorbesetzt""";""
"701860 ""WAR, Rückmeldung Mag-Positioniern ungueltig""";"701860 ""WAR, Rückmeldung Mag-Positioniern ungueltig""";""
"701861 ""WAR, PW Tuer Ruestplatz zu 0 Signal""";"701861 ""WAR, PW Tuer Ruestplatz zu 0 Signal""";""
"701862 ""WAR, WZ-Bruch: Messwerte wurden abgelöscht """;"701862 ""WAR, WZ-Bruch: Messwerte wurden abgelöscht """;""
"701863 ""WAR, WZ-Bruch: Eingang Freigabe Messwert 0-Signal""";"701863 ""WAR, WZ-Bruch: Eingang Freigabe Messwert 0-Signal""";""
"701900 ""WAR, WZ Bruch: 2. Messwert groesser 1. Messwert""";"701900 ""WAR, WZ Bruch: 2. Messwert groesser 1. Messwert""";""
"701901 ""WAR, WZ Bruch: Toleranz überschritten""";"701901 ""WAR, WZ Bruch: Toleranz überschritten""";""
"701902 ""WAR, WZ Bruch: Fehler beim Wz-Daten lesen""";"701902 ""WAR, WZ Bruch: Fehler beim Wz-Daten lesen""";""
"701903 ""WAR, WZ Bruch: Fehler beim Wz-Daten schreiben""";"701903 ""WAR, WZ Bruch: Fehler beim Wz-Daten schreiben""";""
"701904 ""WAR, PW: Ruestplatz nicht in 0-Grad Position""";"701904 ""WAR, PW: Ruestplatz nicht in 0-Grad Position""";""
"701905 ""WAR, PW: Spannvorrichtung Rüstplatz Druckschalter 0-Sig.""";"701905 ""WAR, PW: Spannvorrichtung Rüstplatz Druckschalter 0-Sig.""";""
"701906 ""WAR, PW: Freigabe Sonderoption 0-Signal""";"701906 ""WAR, PW: Freigabe Sonderoption 0-Signal""";""
"701907 ""WAR, Kuehl-Aggregat: Sammelmeldung Störung""";"701907 ""WAR, Kuehl-Aggregat: Sammelmeldung Störung""";""
"701908 ""WAR, Kuehl-Aggregat: Wassermangel""";"701908 ""WAR, Kuehl-Aggregat: Wassermangel""";""
"701909 ""WAR, Kuehl-Aggregat: Filterverschmutzung""";"701909 ""WAR, Kuehl-Aggregat: Filterverschmutzung""";""
"701910 ""WAR, Kuehl-Aggregat: Wasser Temperatur """;"701910 ""WAR, Kuehl-Aggregat: Wasser Temperatur """;""
"701911 ""WAR, Eingang Pneumatik-Druck 0-Signal""";"701911 ""WAR, Eingang Pneumatik-Druck 0-Signal""";""
"701912 ""WAR, Palettenwechsler nicht in Grundstellung""";"701912 ""WAR, Palettenwechsler nicht in Grundstellung""";""
"701913 ""WAR, Blum Deckel zu nicht 1-Signal""";"701913 ""WAR, Blum Deckel zu nicht 1-Signal""";""
"701914 ""WAR, Stangenklappe offen o. Spannfutter offen""";"701914 ""WAR, Stangenklappe offen o. Spannfutter offen""";""
"701915 ""WAR, Rückmeldung 8.Achse Positionieren ungültig""";"701915 ""WAR, Rückmeldung 8.Achse Positionieren ungültig""";""
"701916 ""WAR, Rückmeldung 9.Achse Positionieren ungültig""";"701916 ""WAR, Rückmeldung 9.Achse Positionieren ungültig""";""
"701917 ""WAR, Stangenlader Not-Aus""";"701917 ""WAR, Stangenlader Not-Aus""";""
"701918 ""WAR, Stangenlader Abdeckung offen""";"701918 ""WAR, Stangenlader Abdeckung offen""";""
"701919 ""WAR, Stangenlader Fehler in Frequenzumformer""";"701919 ""WAR, Stangenlader Fehler in Frequenzumformer""";""
"701920 ""WAR, falsche Auftragsdaten an Stangenlader""";"701920 ""WAR, falsche Auftragsdaten an Stangenlader""";""
"701921 ""WAR, Fehler Längenmessung Stangenlader""";"701921 ""WAR, Fehler Längenmessung Stangenlader""";""
"701922 ""WAR, Stangenlader Lademagazin offen""";"701922 ""WAR, Stangenlader Lademagazin offen""";""
"701923 ""WAR, Stangenlader Lademagazin leer""";"701923 ""WAR, Stangenlader Lademagazin leer""";""
"701924 ""WAR, Stangenlader CNC-Maschine Tuere offen""";"701924 ""WAR, Stangenlader CNC-Maschine Tuere offen""";""
"701925 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 1 nicht 0-Sign";"701925 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 1 nicht 0-Sign";""
"701926 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 1 nicht 1-Sign";"701926 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 1 nicht 1-Sign";""
"701927 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 2 nicht 0-Sign";"701927 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 2 nicht 0-Sign";""
"701928 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 2 nicht 1-Sign";"701928 ""WAR, Spannhydraulik: Eingang Angedockt Palette Rüstplatz 2 nicht 1-Sign";""
"701929 ""WAR, Werkzeug im Greifer!""";"701929 ""WAR, Werkzeug im Greifer!""";""
"701930 ""WAR, WZW: Fehler bei Lesen Zwischenspeicher""";"701930 ""WAR, WZW: Fehler bei Lesen Zwischenspeicher""";""
"701931 ""WAR, WZW: Fehler bei Leerplatzsuche/Kein Leerplatz vorhanden""";"701931 ""WAR, WZW: Fehler bei Leerplatzsuche/Kein Leerplatz vorhanden""";""
"701932 ""WAR, PS: Bitte Palettendaten kontrollieren""";"701932 ""WAR, PS: Bitte Palettendaten kontrollieren""";""
"701933 ""WAR, Eigang Freigabe Palettenwechsler 0 Signal""";"701933 ""WAR, Eigang Freigabe Palettenwechsler 0 Signal""";""
"701934 ""WAR, Fehler beim Wz-Daten lesen""";"701934 ""WAR, Fehler beim Wz-Daten lesen""";""
"701935 ""WAR, gemessene Stange zu lange""";"701935 ""WAR, gemessene Stange zu lange""";""
"701936 ""WAR, Sta. Lader Vereinzelung fehlerhaft, kein Rohmaterial""";"701936 ""WAR, Sta. Lader Vereinzelung fehlerhaft, kein Rohmaterial""";""
"701937 ""WAR, Stangenlader noch nicht referenziert""";"701937 ""WAR, Stangenlader noch nicht referenziert""";""
"701938 ""WAR, max.Nullpos. < Nullpos. (+ Aufmass Reststück)""";"701938 ""WAR, max.Nullpos. < Nullpos. (+ Aufmass Reststück)""";""
"701939 ""WAR, Stangenlader falsche Auftragsdaten""";"701939 ""WAR, Stangenlader falsche Auftragsdaten""";""
"701940 ""WAR, Stangenlader falsche Werkstücklänge""";"701940 ""WAR, Stangenlader falsche Werkstücklänge""";""
"701941 ""WAR, Kuehl-Aggregat: Eingang Stroemungswächter 0-Signal""";"701941 ""WAR, Kuehl-Aggregat: Eingang Stroemungswächter 0-Signal""";""
"701942 ""WAR, Kuehl-Aggregat: Eingang Störung Niederdruckbegrenzung 0-Signal""";"701942 ""WAR, Kuehl-Aggregat: Eingang Störung Niederdruckbegrenzung 0-Signal""";""
"701943 ""WAR, Kuehl-Aggregat: Eingang Störung Hochdruckbegrenzung 0-Signal""";"701943 ""WAR, Kuehl-Aggregat: Eingang Störung Hochdruckbegrenzung 0-Signal""";""
"701944 ""WAR, HAWE Regler Error Pinole""";"701944 ""WAR, HAWE Regler Error Pinole""";""
"701945 ""WAR, HAWE Regler Error Greifer""";"701945 ""WAR, HAWE Regler Error Greifer""";""
"701946 ""WAR, Störung Druckmessumformer Reitstock""";"701946 ""WAR, Störung Druckmessumformer Reitstock""";""
"701947 ""WAR, Störung Druckmessumformer Greifer""";"701947 ""WAR, Störung Druckmessumformer Greifer""";""
"701948 ""WAR, Störung Kurzschlußventil""";"701948 ""WAR, Störung Kurzschlußventil""";""
"701949 ""WAR, Störung Rückschlagventil""";"701949 ""WAR, Störung Rückschlagventil""";""
"701950 ""WAR, Störung Propventil Pinole""";"701950 ""WAR, Störung Propventil Pinole""";""
"701951 ""WAR, Störung Propventil Greifer""";"701951 ""WAR, Störung Propventil Greifer""";""
"701952 ""WAR, HAWE Interner Fehler""";"701952 ""WAR, HAWE Interner Fehler""";""
"701953 ""WAR, HAWE Kabelbruch Ain2 reserviert""";"701953 ""WAR, HAWE Kabelbruch Ain2 reserviert""";""
"701954 ""WAR, Störung Nebel- u.Rauchabscheider"" ";"701954 ""WAR, Störung Nebel- u.Rauchabscheider"" ";""
"701955 ""WAR, Motorschutzschalter Nebel- u.Rauchabscheider""";"701955 ""WAR, Motorschutzschalter Nebel- u.Rauchabscheider""";""
"701956 ""WAR, bitte V-Achse auf Pos. > 90°, damit A-Achse referierbar""";"701956 ""WAR, bitte V-Achse auf Pos. > 90°, damit A-Achse referierbar""";""
"701957 ""WAR, Übertemperatur Schaltschrank""";"701957 ""WAR, Übertemperatur Schaltschrank""";""
"701958 ""WAR, Magazinsperre wegen WZ im Greifer und Greiferstellung nicht bei Ke";"701958 ""WAR, Magazinsperre wegen WZ im Greifer und Greiferstellung nicht bei Ke";""
"701959 ""WAR, OMAT Adaptive Control Alarm""";"701959 ""WAR, OMAT Adaptive Control Alarm""";""
"701960 ""WAR, OMAT Timeout Alarm""";"701960 ""WAR, OMAT Timeout Alarm""";""
"701961 ""WAR, Kühlmittelanlage Papierband Ende""";"701961 ""WAR, Kühlmittelanlage Papierband Ende""";""
"701962 ""WAR, Teilentsorgung nicht in Grundstellung""";"701962 ""WAR, Teilentsorgung nicht in Grundstellung""";""
"701963 ""WAR, Tempkomp Lese Fehler""";"701963 ""WAR, Tempkomp Lese Fehler""";""
"702000 ""MEL, Softkeyrettungsfunktion ist aktiv""";"702000 ""MEL, Softkeyrettungsfunktion ist aktiv""";""
"702001 ""MEL, MiniBedienHandgerät: Bedienung""";"702001 ""MEL, MiniBedienHandgerät: Bedienung""";""
"702002 ""MEL, MiniBedienHandgerät: Override = 0""";"702002 ""MEL, MiniBedienHandgerät: Override = 0""";""
"702003 ""MEL, MiniBedienHandgerät: aktiv""";"702003 ""MEL, MiniBedienHandgerät: aktiv""";""
"702004 ""MEL, MiniBedienHandgerät: nicht angeschlossen""";"702004 ""MEL, MiniBedienHandgerät: nicht angeschlossen""";""
"702005 ""MEL, Magazintuer zu nicht 1-Signal""";"702005 ""MEL, Magazintuer zu nicht 1-Signal""";""
"702006 ""MEL, Softkeyrettung: nur in JOG / MDA moeglich !""";"702006 ""MEL, Softkeyrettung: nur in JOG / MDA moeglich !""";""
"702007 ""MEL, die benoetigte Zeit(en) fuer die BA ist gleich Null!""";"702007 ""MEL, die benoetigte Zeit(en) fuer die BA ist gleich Null!""";""
"702008 ""MEL, bitte Fusstaster betätigen um Ruestplatz zu spannen""";"702008 ""MEL, bitte Fusstaster betätigen um Ruestplatz zu spannen""";""
