"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
" Funktionstaste Magazinklappe schliessen";" Funktionstaste Magazinklappe schliessen";""
" Bild Einzelfunktionen angewählt";" Bild Einzelfunktionen angewählt";""
" Magazinklappe öffnen ohne Freigabe";" Magazinklappe öffnen ohne Freigabe";""
"      U     ""I_WW_1_Klappe_zu""";"      U     ""I_WW_1_Klappe_zu""";""
" Schrittkette rückwärts";" Schrittkette rückwärts";""
" Schrittkette vorwärts";" Schrittkette vorwärts";""
" SCHRITTKETTE VORWAERTS sja";" SCHRITTKETTE VORWAERTS sja";""
" SCHRITTKETTE RUECKWAERTS  sja";" SCHRITTKETTE RUECKWAERTS  sja";""
" BEFEHL Z-Achse einfahren";" BEFEHL Z-Achse einfahren";""
" Z-Hub ist ausgefahren (von FC15)";" Z-Hub ist ausgefahren (von FC15)";""
" hub in spindel aus MAkro";" hub in spindel aus MAkro";""
" BEFEHL Z-Achse ausfahren";" BEFEHL Z-Achse ausfahren";""
"sja raus für messe SCHRITTKETTE VORWAERTS";"sja raus für messe SCHRITTKETTE VORWAERTS";""
"      O     ";"      O     ";""
"      U     ""DB_WW"".Schritt_T[1]        // SCHRITT1 WARTEPOS, RICHTEN, WZ-ENTSPANNE";"      U     ""DB_WW"".Schritt_T[1]        // SCHRITT1 WARTEPOS, RICHTEN, WZ-ENTSPANNE";""
"      U     ""DB_WW"".WW_T_Auftrag_1      // AUFTRAG1 ABLEGEN I ->Z-HUB AUSGEFAHREN";"      U     ""DB_WW"".WW_T_Auftrag_1      // AUFTRAG1 ABLEGEN I ->Z-HUB AUSGEFAHREN";""
"      UN    ""M_Reset_Taste""             // RESET Taste    ";"      UN    ""M_Reset_Taste""             // RESET Taste    ";""
"      U     ""DB_WW"".WW_rueckwaerts      // sja raus für messe SCHRITTKETTE RUECKWAERTS";"      U     ""DB_WW"".WW_rueckwaerts      // sja raus für messe SCHRITTKETTE RUECKWAERTS";""
" Z-Hub ist eingefahren (von FC15) ";" Z-Hub ist eingefahren (von FC15) ";""
"      O     ""DB_WZV"".MAG_Hub_einfahren  // xxx sja";"      O     ""DB_WZV"".MAG_Hub_einfahren  // xxx sja";""
" x xx sja";" x xx sja";""
" =     ""DB_WW"".ASUP_Rettung.WW_Hub_ausfahren";" =     ""DB_WW"".ASUP_Rettung.WW_Hub_ausfahren";""
" =     ""DB_WW"".ASUP_Rettung.WW_Hub_einfahren";" =     ""DB_WW"".ASUP_Rettung.WW_Hub_einfahren";""
"""DB_WW"".ASUP_Rettung.WW_Hub_ausfahren sja";"""DB_WW"".ASUP_Rettung.WW_Hub_ausfahren sja";""
"""DB_WW"".ASUP_Rettung.WW_Hub_einfahren    sja";"""DB_WW"".ASUP_Rettung.WW_Hub_einfahren    sja";""
" SCHRITT 11";" SCHRITT 11";""
" SCHRITT 2";" SCHRITT 2";""
" SCHRITT 7";" SCHRITT 7";""
" X-ACHSE AUF WARTE-POS";" X-ACHSE AUF WARTE-POS";""
" Befehl: fahre auf Warteposition X";" Befehl: fahre auf Warteposition X";""
"#EB_Frg_X_WWPos";"#EB_Frg_X_WWPos";""
"176";"176";""
" BEFEHL WZ-ZANGE AUF ->MAGAZIN ENTSICHERN";" BEFEHL WZ-ZANGE AUF ->MAGAZIN ENTSICHERN";""
" BEFEHL Spindelspanner oeffnen";" BEFEHL Spindelspanner oeffnen";""
" SCHRITT 2 MAGAZINPOS, ZANGE AUF, WZ-ENTSPANNEN";" SCHRITT 2 MAGAZINPOS, ZANGE AUF, WZ-ENTSPANNEN";""
" WZ-Halter öffnen (Spindelseite) Magazin 1";" WZ-Halter öffnen (Spindelseite) Magazin 1";""
" Rechtslauf WZ-Magazin";" Rechtslauf WZ-Magazin";""
" Linkslauf WZ-Magazin";" Linkslauf WZ-Magazin";""
" TEILUNGSACHSE WZ-MAG 1 IN POSITION";" TEILUNGSACHSE WZ-MAG 1 IN POSITION";""
" Freigabe Werkzeug entsichern Beladestation 1";" Freigabe Werkzeug entsichern Beladestation 1";""
"      U     #FRG_WZ_MAN_RELEASE";"      U     #FRG_WZ_MAN_RELEASE";""
"      UN    ""I_WM_Energiefreigabe""      // Wz-Magazintür geschlossen";"      UN    ""I_WM_Energiefreigabe""      // Wz-Magazintür geschlossen";""
"      UN    ""O_Bremse_oeffnen_Ax_7""     //""O_Bremse_oeffnen_Ax_7""// Bremse lüften WZ-Magazin 1";"      UN    ""O_Bremse_oeffnen_Ax_7""     //""O_Bremse_oeffnen_Ax_7""// Bremse lüften WZ-Magazin 1";""
"      U     ""I_WM_WZ_MAN_RELEASE""       // Fussschalter Werkzeughalter";"      U     ""I_WM_WZ_MAN_RELEASE""       // Fussschalter Werkzeughalter";""
"      U     ""O_WM_WZ_ZYL_RELEASE""       // WZ-Halter öffnen (Beladestation) Magazin 1";"      U     ""O_WM_WZ_ZYL_RELEASE""       // WZ-Halter öffnen (Beladestation) Magazin 1";""
"      =     ""O_WM_WZ_ZYL_RELEASE""       // WZ-Halter öffnen (Beladestation) Magazin 1";"      =     ""O_WM_WZ_ZYL_RELEASE""       // WZ-Halter öffnen (Beladestation) Magazin 1";""
" WZ-Halter öffnen (Beladestation) Magazin 1";" WZ-Halter öffnen (Beladestation) Magazin 1";""
" ABBRUCH FREIFAHREN NÖTIG";" ABBRUCH FREIFAHREN NÖTIG";""
" SCHRITT 8 Z-HUB EINGEFAHREN";" SCHRITT 8 Z-HUB EINGEFAHREN";""
" SCHRITT 6";" SCHRITT 6";""
" BEFEHL WZ-SPANNER ENTSPANNEN";" BEFEHL WZ-SPANNER ENTSPANNEN";""
" BEFEHL WZ-SPANNER SPANNEN";" BEFEHL WZ-SPANNER SPANNEN";""
" SPINDEL GERICHTET";" SPINDEL GERICHTET";""
" BEFEHL MAGAZIN AUSFAHREN";" BEFEHL MAGAZIN AUSFAHREN";""
" Antriebe eingeschaltet";" Antriebe eingeschaltet";""
" Spindelkonus ausblasen";" Spindelkonus ausblasen";""
" Be- Entladen Magazin 1 oder Spindel aktiv";" Be- Entladen Magazin 1 oder Spindel aktiv";""
" Befehl Beladen";" Befehl Beladen";""
" Befehl Entladen";" Befehl Entladen";""
" SCHRITT 1 Spindel Richten";" SCHRITT 1 Spindel Richten";""
" SCHRITT 7 Fahren der X-Achse nur beim Freifahren";" SCHRITT 7 Fahren der X-Achse nur beim Freifahren";""
" SCHRITT 12 WZ-ZANGE ZU, Z-HUB EINFAHREN";" SCHRITT 12 WZ-ZANGE ZU, Z-HUB EINFAHREN";""
" Grundschritt";" Grundschritt";""
" Fahrbefehl X minus";" Fahrbefehl X minus";""
"      ON    ""DB_WW"".WW_vorwaerts";"      ON    ""DB_WW"".WW_vorwaerts";""
" VS-SP-Z, Werkzeugwechsler";" VS-SP-Z, Werkzeugwechsler";""
" ""DB_ACHSE7"".E_ExactFine";" ""DB_ACHSE7"".E_ExactFine";""
" ABST: Werkzeugwaschen";" ABST: Werkzeugwaschen";""
" WZ-Halter geschlossen";" WZ-Halter geschlossen";""
" WZ-Halter öffnen (Beladestelle) Magazin 1";" WZ-Halter öffnen (Beladestelle) Magazin 1";""
" VS-SP-M, Waschstation nicht in Grundstellung";" VS-SP-M, Waschstation nicht in Grundstellung";""
" FEHLERMELDUNG LOESCHEN";" FEHLERMELDUNG LOESCHEN";""
" VS-H, Endschalterfehler Werkzeugwechsler";" VS-H, Endschalterfehler Werkzeugwechsler";""
" sja";" sja";""
" WZW GESTARTET";" WZW GESTARTET";""
" Werkzeug gespannt mit oder ohne Werkzeug";" Werkzeug gespannt mit oder ohne Werkzeug";""
" SCHRITT1 WARTEPOS, RICHTEN, WZ-ENTSPANNEN";" SCHRITT1 WARTEPOS, RICHTEN, WZ-ENTSPANNEN";""
" Magazinklappe schliessen";" Magazinklappe schliessen";""
"M3";"M3";""
"M4";"M4";""
" gespannt mit Werkzeug Freigabe Spindeldrehen";" gespannt mit Werkzeug Freigabe Spindeldrehen";""
"      =     ""DB_FEHLERMELDUNG"".Spi_VS_Halt._700152_WZW_Nicht_Erlaub";"      =     ""DB_FEHLERMELDUNG"".Spi_VS_Halt._700152_WZW_Nicht_Erlaub";""
" M6";" M6";""
"    UN    ""M_MWZW_Tuer_Auf""           // Tuere auf Hand-WZ";"    UN    ""M_MWZW_Tuer_Auf""           // Tuere auf Hand-WZ";""
" Spindel belegt";" Spindel belegt";""
" M6 programmiert";" M6 programmiert";""
" WZ-BE/ENTLADEN IST AKTIV";" WZ-BE/ENTLADEN IST AKTIV";""
" EINLSP, Werkzeugwechsel";" EINLSP, Werkzeugwechsel";""
"  =     #A_DPR[3]";"  =     #A_DPR[3]";""
" Zeit zaehler";" Zeit zaehler";""
" Zeit rücksetzen";" Zeit rücksetzen";""
" BA3 ist abgewählt";" BA3 ist abgewählt";""
" Stop steht an";" Stop steht an";""
" Cancel Taste";" Cancel Taste";""
" Abwahl Timer";" Abwahl Timer";""
"--- Schritt 1 Meldung ausgeben";"--- Schritt 1 Meldung ausgeben";""
"--- Schritt 2 Hupe ansteuern";"--- Schritt 2 Hupe ansteuern";""
"--- Schritt 3 Stop an Satzgrenzen ausgeben ";"--- Schritt 3 Stop an Satzgrenzen ausgeben ";""
" 4. Betriebsart";" 4. Betriebsart";""
" Selbsthaltung 4. BA setzen";" Selbsthaltung 4. BA setzen";""
" Meldung 4. Betriebsart";" Meldung 4. Betriebsart";""
"---- BA4 Zeiten aus DB 20 laden (Meldung, Hupe, Stop an Satzgrenzen)";"---- BA4 Zeiten aus DB 20 laden (Meldung, Hupe, Stop an Satzgrenzen)";""
" Zeit rücksetzten ";" Zeit rücksetzten ";""
" BA4 ist abgewählt";" BA4 ist abgewählt";""
" o AB";" o AB";""
" Fahrfreigabe Freigabe";" Fahrfreigabe Freigabe";""
" Negative Flanke von Einrichtbetrieb + Leistung M5 ausgeben Negative Flanke von Einrichtbetrieb + Leistung M5 ausgeben";" Negative Flanke von Einrichtbetrieb + Leistung M5 ausgeben Negative Flanke von Einrichtbetrieb + Leistung M5 ausgeben";""
"Bei Solutionline fehlt Shopmill-PLC, es erfolgt kein Spindel Halt bei M30!";"Bei Solutionline fehlt Shopmill-PLC, es erfolgt kein Spindel Halt bei M30!";""
" deshalb über PLC Restweg löschen und M30 wird quittierplichtig ";" deshalb über PLC Restweg löschen und M30 wird quittierplichtig ";""
"      R     ""DB_FehlerMeldung_DB102"".NotAus._700014_Spannvor_0Signal      R     ""DB_FehlerMeldung_DB102"".NotAus._700014_Spannvor_0Signal";"      R     ""DB_FehlerMeldung_DB102"".NotAus._700014_Spannvor_0Signal      R     ""DB_FehlerMeldung_DB102"".NotAus._700014_Spannvor_0Signal";""
" --- Spannhydraulik angewaehlt --- Spannhydraulik angewaehlt";" --- Spannhydraulik angewaehlt --- Spannhydraulik angewaehlt";""
" --- Spannhydraulik angewaehlt";" --- Spannhydraulik angewaehlt";""
" --- Bedingungen checken";" --- Bedingungen checken";""
" Sobald Rundspeicher angewählt auf 6s entprellen sonst 100ms";" Sobald Rundspeicher angewählt auf 6s entprellen sonst 100ms";""
" UN    ""M_Hauptspindel_steht""";" UN    ""M_Hauptspindel_steht""";""
"O(U Programm läuft UN manueller WZW) ";"O(U Programm läuft UN manueller WZW) ";""
"O(Achsebwegung un REf.Punkt angefahren)";"O(Achsebwegung un REf.Punkt angefahren)";""
"""I_SpannDruck_Maschine""";"""I_SpannDruck_Maschine""";""
"--- Not-Aus Fehler ausgeben";"--- Not-Aus Fehler ausgeben";""
" ""DB_NC_PLC"".FD_DM_TURN_AKTIV";" ""DB_NC_PLC"".FD_DM_TURN_AKTIV";""
"Schreiben der Signale für die intelligente IM-151 ";"Schreiben der Signale für die intelligente IM-151 ";""
" Ausgänge-------------------------------------------------------";" Ausgänge-------------------------------------------------------";""
"Spindel Run";"Spindel Run";""
"   U     ""MX_Spdl_M3""; ";"   U     ""MX_Spdl_M3""; ";""
"   O     ""MX_Spdl_M4""; ";"   O     ""MX_Spdl_M4""; ";""
"WZW Aktiv";"WZW Aktiv";""
"Vorschub halt";"Vorschub halt";""
" Warnmeldungen";" Warnmeldungen";""
" Fehlermeldungen";" Fehlermeldungen";""
" Funktion M20";" Funktion M20";""
" Programm Halt M0 ";" Programm Halt M0 ";""
" Betriebsart manuell";" Betriebsart manuell";""
" Betriebsart Teach";" Betriebsart Teach";""
" Betriebsart Einzelsatz";" Betriebsart Einzelsatz";""
" Betriebsart Automatik";" Betriebsart Automatik";""
"  U     ""M_Automatikbetrieb""";"  U     ""M_Automatikbetrieb""";""
" Maschine Ein";" Maschine Ein";""
" NC-Betriebsbereit";" NC-Betriebsbereit";""
"      U     ""DB_SIEM_NCK"".E_611Dready";"      U     ""DB_SIEM_NCK"".E_611Dready";""
"Nummer der Palette im Arbeitsraum (Wert wird als Byte übergeben)";"Nummer der Palette im Arbeitsraum (Wert wird als Byte übergeben)";""
"(Palettenwechsler 0° Stellung)= PalNummer 1";"(Palettenwechsler 0° Stellung)= PalNummer 1";""
"(Palettenwechsler 180° Stellung)= PalNummer 2";"(Palettenwechsler 180° Stellung)= PalNummer 2";""
" Kühlmittel 1 (M8)";" Kühlmittel 1 (M8)";""
" Kühlmittel 2 (M7)";" Kühlmittel 2 (M7)";""
" Analog (noch nicht realisiert)";" Analog (noch nicht realisiert)";""
" keine Druckstufen  ";" keine Druckstufen  ";""
" variabler Druck ";" variabler Druck ";""
"PW aktiv ";"PW aktiv ";""
" RP Tuere verriegelt";" RP Tuere verriegelt";""
" RP Türe geschlossen";" RP Türe geschlossen";""
"Tischspülung PW ";"Tischspülung PW ";""
" Vorschuboverride >x%";" Vorschuboverride >x%";""
" Eilgangoverride";" Eilgangoverride";""
" Prozentausgabe Vorschub und Eilgang Override";" Prozentausgabe Vorschub und Eilgang Override";""
"  Standzeit abgelaufen";"  Standzeit abgelaufen";""
" Werkzeug-Vorwarngrenze erreicht";" Werkzeug-Vorwarngrenze erreicht";""
" Kühlmittel- Schmierstoffmangel";" Kühlmittel- Schmierstoffmangel";""
" ""I_SPI_SCH_FUELLSTAND_OK""";" ""I_SPI_SCH_FUELLSTAND_OK""";""
" ""I_KM_MIN_VOR_NIVEAU""";" ""I_KM_MIN_VOR_NIVEAU""";""
"""I_KM_TPF_PAPIER_WARN""";"""I_KM_TPF_PAPIER_WARN""";""
" Kühlschmierstoffanlage Füllstand Minimum";" Kühlschmierstoffanlage Füllstand Minimum";""
" ""I_KM_MIN_NIVEAU""";" ""I_KM_MIN_NIVEAU""";""
" Zentralschmierung Füllstand Minimum";" Zentralschmierung Füllstand Minimum";""
" ""I_AL_SCH_Fuellstand""";" ""I_AL_SCH_Fuellstand""";""
" ""I_AL_SCH_M26_Fuellstand""";" ""I_AL_SCH_M26_Fuellstand""";""
" Minimalmengenschmierung Füllstand Minimum";" Minimalmengenschmierung Füllstand Minimum";""
" ""I_WZ_MIN_SCH_Fuell_OK""";" ""I_WZ_MIN_SCH_Fuell_OK""";""
" Hydraulikaggregat Werkzeugmaschine Füllstand Minimum";" Hydraulikaggregat Werkzeugmaschine Füllstand Minimum";""
" ""I_AL_HYD_FUELL_MIN_OK""";" ""I_AL_HYD_FUELL_MIN_OK""";""
" Hydraulikaggregat Spannhydraulik Füllstand Minimum";" Hydraulikaggregat Spannhydraulik Füllstand Minimum";""
" Wartungsaufruf von Service Agent";" Wartungsaufruf von Service Agent";""
"out_mess_spindel";"out_mess_spindel";""
"out_mess_spindel_2000";"out_mess_spindel_2000";""
"  Quitt und Reset Taste";"  Quitt und Reset Taste";""
" Programm_Ende";" Programm_Ende";""
"""O_Programm_Ende""           // hoier muss für ARI rein M67 damit DM_PW nicht M30 meldet";"""O_Programm_Ende""           // hoier muss für ARI rein M67 damit DM_PW nicht M30 meldet";""
" Palette am Rüstplatz";" Palette am Rüstplatz";""
" Pumpe Späneförderer EIN";" Pumpe Späneförderer EIN";""
" Pumpe Zentralschmierung EIN";" Pumpe Zentralschmierung EIN";""
" Kabine  verriegelt ";" Kabine  verriegelt ";""
" Fastems Nullpunktspannsystem loesen";" Fastems Nullpunktspannsystem loesen";""
" Maschinenparmeter UDT_INT_[53]";" Maschinenparmeter UDT_INT_[53]";""
" Maschinenparmeter UDT_INT_[54]";" Maschinenparmeter UDT_INT_[54]";""
"Funktionsaufruf aus Teileprogramm";"Funktionsaufruf aus Teileprogramm";""
"   S     ""DB_H_FUNKTION"".HX_QuitPflicht[20]";"   S     ""DB_H_FUNKTION"".HX_QuitPflicht[20]";""
"   R     ""DB_H_FUNKTION"".HX_M[20]";"   R     ""DB_H_FUNKTION"".HX_M[20]";""
" R     ""DB_H_FUNKTION"".HX_QuitPflicht[20]";" R     ""DB_H_FUNKTION"".HX_QuitPflicht[20]";""
"------------------------------------------------------------------------";"------------------------------------------------------------------------";""
"Eingänge";"Eingänge";""
" Voschub Halt";" Voschub Halt";""
" Spindel Halt";" Spindel Halt";""
" Rückmeldung M20";" Rückmeldung M20";""
" Freigabe Palettenwechsler";" Freigabe Palettenwechsler";""
" Fehlermeldung Sammelstörung Späneförderer/Kühlmittelanlage";" Fehlermeldung Sammelstörung Späneförderer/Kühlmittelanlage";""
"Fehler kam immer während WZW an der Trumpf??????";"Fehler kam immer während WZW an der Trumpf??????";""
" Fastems Nullpunktspannsystem geloest/gespannt";" Fastems Nullpunktspannsystem geloest/gespannt";""
" Meldungen von 513 bis 1024 anzeigen damit Bediener SONDERMELDUNG registriert";" Meldungen von 513 bis 1024 anzeigen damit Bediener SONDERMELDUNG registriert";""
"Mit Hardkey sollte das Wizardfenster aufgeblendet werden sobald Fehlernummer kommt ";"Mit Hardkey sollte das Wizardfenster aufgeblendet werden sobald Fehlernummer kommt ";""
"Funktionierte aber nicht, nur im Testrack ";"Funktionierte aber nicht, nur im Testrack ";""
"---(1)--- Erfassung Änderungen ------------------------";"---(1)--- Erfassung Änderungen ------------------------";""
"Neuwert";"Neuwert";""
"Altwert";"Altwert";""
"Flanken";"Flanken";""
"---(1)-------------------------------------------------";"---(1)-------------------------------------------------";""
"---(2)--- Abfrage der Alarme, die zum Ansteuern der Hupe führen ---------";"---(2)--- Abfrage der Alarme, die zum Ansteuern der Hupe führen ---------";""
"---(2)-------------------------------------------------";"---(2)-------------------------------------------------";""
"fester Impuls für Übertragung über Profibus";"fester Impuls für Übertragung über Profibus";""
"Ausgänge DB171 in Peripherie PAW210-PAW241";"Ausgänge DB171 in Peripherie PAW210-PAW241";""
"Symbole aus DB171 und DB172 von SOKO";"Symbole aus DB171 und DB172 von SOKO";""
" Eingänge PEW210- PEW241 in DB172";" Eingänge PEW210- PEW241 in DB172";""
"-- wenn sich Tool nummer ändert neue Längendaten des Werkzeugs auslesen";"-- wenn sich Tool nummer ändert neue Längendaten des Werkzeugs auslesen";""
"100%";"100%";""
"Spindeloverride";"Spindeloverride";""
"Wenn kein Drehbetrieb angewählt ist";"Wenn kein Drehbetrieb angewählt ist";""
"dann Klemmung immer offen halten";"dann Klemmung immer offen halten";""
" in Drehbetrieb kann HptSpindel nicht mit JogTasten verfahren werden ";" in Drehbetrieb kann HptSpindel nicht mit JogTasten verfahren werden ";""
" da nur alle Grad geklemmt werden darf";" da nur alle Grad geklemmt werden darf";""
"""M_Reset_Taste""";"""M_Reset_Taste""";""
"777#TX_TCminus    //""DB_Spindel_DB36"".E_TCMinuS";"777#TX_TCminus    //""DB_Spindel_DB36"".E_TCMinuS";""
"#TX_TCplus    //""DB_Spindel_DB36"".E_TCPlus";"#TX_TCplus    //""DB_Spindel_DB36"".E_TCPlus";""
"""MX_AX6_Klemm_Aktiv""";"""MX_AX6_Klemm_Aktiv""";""
"gfr 09.06.06";"gfr 09.06.06";""
"      U     ""I_SPI_geloest""";"      U     ""I_SPI_geloest""";""
"sth 14.03.05 ";"sth 14.03.05 ";""
"--- Wenn Drehbetrieb und Fahranforderung und kein WZW dann Restweg löschen -----------------";"--- Wenn Drehbetrieb und Fahranforderung und kein WZW dann Restweg löschen -----------------";""
" deshalb über PLC Restweg löschen";" deshalb über PLC Restweg löschen";""
"-----------------------------------------------------------------------------------------------";"-----------------------------------------------------------------------------------------------";""
"""DB_STERN_DREIECK"".MX_Freigabe_Impulse_Spdl";"""DB_STERN_DREIECK"".MX_Freigabe_Impulse_Spdl";""
"""DB_FAMILIEN_MODUL"".Gesamt.A_Vorschub_Halt_6_Achse";"""DB_FAMILIEN_MODUL"".Gesamt.A_Vorschub_Halt_6_Achse";""
"""DB_ACHSE6_SPINDEL"".A_Sp2Syn    //""DB_ACHSE6_SPINDEL"".A_Sp1Syn";"""DB_ACHSE6_SPINDEL"".A_Sp2Syn    //""DB_ACHSE6_SPINDEL"".A_Sp1Syn";""
" 11  G331 - Gewindebohren ohne Ausgleichsfutter";" 11  G331 - Gewindebohren ohne Ausgleichsfutter";""
" 12  G332 - Rückzug (Gewindebohren) ohne Ausgleichsfutter";" 12  G332 - Rückzug (Gewindebohren) ohne Ausgleichsfutter";""
" 2   G63 - Gewindebohren ohne Synchronisation";" 2   G63 - Gewindebohren ohne Synchronisation";""
" 10  G33 - Gewindebohren ohne Synchronisation";" 10  G33 - Gewindebohren ohne Synchronisation";""
" oder Gewindebohren von Achsen";" oder Gewindebohren von Achsen";""
" Gewindeschneiden aktiv";" Gewindeschneiden aktiv";""
" NOT-AUS, Antrieb Achse nicht bereit";" NOT-AUS, Antrieb Achse nicht bereit";""
" NOT-AUS, Regler nicht bereit";" NOT-AUS, Regler nicht bereit";""
" Abfrage Achstyp";" Abfrage Achstyp";""
" Teilungsachse ";" Teilungsachse ";""
" Positionierachse modulo ";" Positionierachse modulo ";""
" Positionierachse nicht modulo ";" Positionierachse nicht modulo ";""
" Antriebe Ein";" Antriebe Ein";""
" Keine Antriebssperre";" Keine Antriebssperre";""
" Achse ausblenden";" Achse ausblenden";""
" Drive ready";" Drive ready";""
" Antriebe ein";" Antriebe ein";""
" keine Antriebssperre";" keine Antriebssperre";""
" und Achse ist ein";" und Achse ist ein";""
" und keine Achseoptimierung";" und keine Achseoptimierung";""
" Keine Reglerfreigabe";" Keine Reglerfreigabe";""
" Keine Impulsfreigabe";" Keine Impulsfreigabe";""
" DBX93.7 Impulse freigegeben";" DBX93.7 Impulse freigegeben";""
" DBX64.6 Minus-Fahrbefehl ";" DBX64.6 Minus-Fahrbefehl ";""
" DBX64.7 Plus-Fahrbefehl ";" DBX64.7 Plus-Fahrbefehl ";""
" Antriebe EIN";" Antriebe EIN";""
" Temperaturvorwarnung Kühlkörper";" Temperaturvorwarnung Kühlkörper";""
" Temperaturvorwarnung Motor";" Temperaturvorwarnung Motor";""
" Motortemperatur zu hoch";" Motortemperatur zu hoch";""
" PLC_MD_Anwahl Messystem 1.Achse: 0=indirekt, 1=direkt";" PLC_MD_Anwahl Messystem 1.Achse: 0=indirekt, 1=direkt";""
" Meßsystem 2 aktiv";" Meßsystem 2 aktiv";""
"   indirektes Messystem     (Default)";"   indirektes Messystem     (Default)";""
" Meßsystem 1 aktiv";" Meßsystem 1 aktiv";""
" oder keine Freigabe Regler";" oder keine Freigabe Regler";""
" Achse ausblenden (IB-Bit)             ";" Achse ausblenden (IB-Bit)             ";""
" Achsensperre";" Achsensperre";""
" Nachführbetrieb";" Nachführbetrieb";""
" oder Abbruch positionieren";" oder Abbruch positionieren";""
" Übergabe Fahrbefehl steht an";" Übergabe Fahrbefehl steht an";""
" Übergabe Achse steht";" Übergabe Achse steht";""
" Übergabe Achse referiert";" Übergabe Achse referiert";""
" Reglerfreigabe ";" Reglerfreigabe ";""
" Impulsfreigabe setzen ";" Impulsfreigabe setzen ";""
" Maschine EIN";" Maschine EIN";""
" Keine Sperre vom Familien Modul";" Keine Sperre vom Familien Modul";""
" und freigabe Regler (Klemmung)";" und freigabe Regler (Klemmung)";""
" Achse ausblenden (IB-Bit) = 0";" Achse ausblenden (IB-Bit) = 0";""
" Leistung steht an";" Leistung steht an";""
" Sobald Safey vorhanden immer Reglerfreigabe schalten";" Sobald Safey vorhanden immer Reglerfreigabe schalten";""
" DBX93.6 Integrator-Drehzahlregler gesperrt";" DBX93.6 Integrator-Drehzahlregler gesperrt";""
" DBX61.5 Lageregelung aktiv";" DBX61.5 Lageregelung aktiv";""
" DBX61.6 Drehzahlregler aktiv";" DBX61.6 Drehzahlregler aktiv";""
" DBX2.1  Reglerfreigabe aktiv";" DBX2.1  Reglerfreigabe aktiv";""
" DBX 61.0 Fahranforderung Antriebstest";" DBX 61.0 Fahranforderung Antriebstest";""
" DBX93.5 Drive ready";" DBX93.5 Drive ready";""
" Achsen stehen nach Anforderung Tür auf";" Achsen stehen nach Anforderung Tür auf";""
" DBX61.7 Stromregler aktiv";" DBX61.7 Stromregler aktiv";""
" ""Achse"".A_ReglerFrei   ";" ""Achse"".A_ReglerFrei   ";""
" 500ms nach Bremse auf";" 500ms nach Bremse auf";""
" ""Achse"".A_VSSpHalt ";" ""Achse"".A_VSSpHalt ";""
" nur in BAG Ref";" nur in BAG Ref";""
" Sprung in Schritt 9 -> Reset Achse von PLC kontrolliert erst wenn Achse steht";" Sprung in Schritt 9 -> Reset Achse von PLC kontrolliert erst wenn Achse steht";""
" Fahranforderung:";" Fahranforderung:";""
" Positionieren ohne Ref.-Punkt";" Positionieren ohne Ref.-Punkt";""
" und Reglerfreigabe";" und Reglerfreigabe";""
"     Impulsfreigabe";"     Impulsfreigabe";""
"     Impulse freigegeben";"     Impulse freigegeben";""
" Fahrauftrag aktiv";" Fahrauftrag aktiv";""
" Anforderung Lesen Position setzen";" Anforderung Lesen Position setzen";""
" Warten auf Quittierung";" Warten auf Quittierung";""
" Nachkommastellen";" Nachkommastellen";""
" Positionskontrolle bei Positionierachse";" Positionskontrolle bei Positionierachse";""
" Falls Einheiten in Inch, dann Istposition in mm umrechnen";" Falls Einheiten in Inch, dann Istposition in mm umrechnen";""
" Nur wenn kein Fehler ansteht Pos. quittieren";" Nur wenn kein Fehler ansteht Pos. quittieren";""
" Nein => ENDE";" Nein => ENDE";""
" --- Ablauf ENDE -------------------------------------------------------------";" --- Ablauf ENDE -------------------------------------------------------------";""
" *** Schritt 9 Reset Achse von PLC kontrolliert erst wenn Achse steht ********";" *** Schritt 9 Reset Achse von PLC kontrolliert erst wenn Achse steht ********";""
" *****************************************************************************";" *****************************************************************************";""
" Anwahl TDS-System BALLUFF";" Anwahl TDS-System BALLUFF";""
" Anwahl TDS-System Bilz ";" Anwahl TDS-System Bilz ";""
" 1: Löschen des Beladewerkzeugs in Beladeliste bei Fehler/Abbruch";" 1: Löschen des Beladewerkzeugs in Beladeliste bei Fehler/Abbruch";""
" 1: Anzahl der CC-Parameter ermitteln";" 1: Anzahl der CC-Parameter ermitteln";""
" 1:Überwachungsdaten Verschleißwert verwenden";" 1:Überwachungsdaten Verschleißwert verwenden";""
" 1:Mit Semaphoren arbeiten";" 1:Mit Semaphoren arbeiten";""
" 1:Prüfen ob Wz beim anlegen vorhanden ist ";" 1:Prüfen ob Wz beim anlegen vorhanden ist ";""
"Option Überwachungsdaten lesen";"Option Überwachungsdaten lesen";""
" Überwachung aktiv";" Überwachung aktiv";""
"Chiplänge";"Chiplänge";""
"#Chiplänge";"#Chiplänge";""
"U     DB228.DBX    9.3";"U     DB228.DBX    9.3";""
" 506 Byte  Max. Länge für Bilz Chip 1024";" 506 Byte  Max. Länge für Bilz Chip 1024";""
"#temp1";"#temp1";""
"  #Chiplaengegedreht";"  #Chiplaengegedreht";""
" TDS angewaehlt";" TDS angewaehlt";""
" FM, Länge Werkzeugbezeichner nicht i.O.";" FM, Länge Werkzeugbezeichner nicht i.O.";""
" FM, Scheidenanzahl nicht i.O.";" FM, Scheidenanzahl nicht i.O.";""
